story_id,title,country,state,category,story
115,My Grandfather,United Arab Emirates,,Family / Friends Visits,"I just turned 19 when we heard that back home in India my grandfather had passed away. His death was unexpected, he was healthy even at 71 and did a lot of household chores by himself. My grandma had nothing to complain about. I was shattered, I loved him very much and he was my mentor and idol. Dad was already with grandpa, when he passed away and with the news, my mom, brother and I packed our bags and caught the first available flight out. When we reached home, it felt like another place in another life time. It was cold and drab, nothing like the house I had spent so many holidays in. We proceeded with the funeral, after which a lot of people came home.

I was with my aunt, mom and grieving grandma, when suddenly I had this overwhelming urge to turn around. When I did, there in the corner of the room stood my grandpa wearing his favorite clothes. I don't remember what I felt at that time. I know that I froze, but when he smiled, I began to relax. ""I'm alright sweetheart"" are the last words I heard from grandpa as he stood there and continued smiling. Tears welled up in the eyes, out of relief or being overwhelmed, I don't know but as I turned to wipe my tears and looked back again, grandpa was gone!

I can still hear his words when I think of that day, his words of life - after his death!"
116,Haunting at 8 First-Street,South Africa,,Haunted Places,"This list of encounters which befell my family (mother, father, older sister and myself) dates back to the years 1990 up until early in 1995. At this time it may be relevant to mention that in this town, all houses are leased for free to the town's inhabitants, before our relocation into this house, early in 1990, it had been standing empty since 1983. 

It was less than a week later that my 3 year older sister started speaking of a woman she had seen in the living room the night before. The woman as she had described had blonde hair and no face. Her being young of age, the rest of the family had let the incident slip by without taking much ennessial notice. Relevant was her persistance to this story and her fear of a built in back yard BBQ that she wanted 'removed'. What made my mother and myself take notice that perhaps it had not been my sister's imagination after all, was an event that had occurred just over a month later: at this time my mother, my sister and myself had all been in different locations of the house when the front door had opened and we all heard my father step inside and say ""hello"" as he always did. What made this greeting slightly different than usual was that when we all went to greet him, he was nowhere in sight. What added to the mystery was a telephone call an hour later stating that my father's car had broken down at work and my mother needed to come collect him. This incident had been enough reason for my mother to give in and have the BBQ wrecked.. nothing out of the ordinary was found. 

My personal second encounter happened one evening while my sister and I had been lying on her bed. Her having just drifted off to sleep my gaze had fallen onto the floor where I had caught glimpse of a what looked like a sheepdog run across the floor, sure it was somewhat smaller, but genuine nonetheless. The animal had scurried across the floor and had gone into hiding beneath the bed, that was the last I had ever seen of it. That was the night before the crows started to appear..

In the months that followed these events seemed to die down and very few (including my father) would believe my mother, my sister and my own claims that there was something wrong at 8 First-Street. At this time, however, my parents started growing concerned about my growing fascination with the undead and macabre, which made sense since I wasn't even yet 5 years old at the time. 

The next event that occurred, I believe it was close to Christmas time, involved a beating of drums in the back yard. My sister and myself had been getting up to the normal childhood mischief when a steady beating of drums had starting ramming on the outside gas bottles. The drumming had been soft and slow at first, then louder.. faster.. until it had been loud enough for any witness to hear. This had been enough to drive both my sister and myself to tears and we had fled the house and sat crying in the street until our parents had returned (from shopping or wherever it was they had gone). This inccident had laid to rest any doubt that my mother may still have attained, although my father had remained unconvinced. 

What events had occured in the years 1991 and 1992 had in the years past slipped from my memory, with only 3 personal experiences remaining: the 1st had been while the rest of my family had been in the back yard and I had been alone inside. Until this day I can still recall an unknown presence that had laid its hand down on my shoulder, an icy sensation that now over eleven years later I can still remember as clearly as if it was happening right now. It was also round this time that my parents had discovered the art work I had done with my top room cupboard: three walls. two doors all covered in drawings of the dead. It was also in this cupboard that my favorite childhood book had vanished in an instant. This meaning that I had been sitting in the dark, reading it with a flashlight and the next moment it was gone. A thorough search by both my parents proved useless and what happened to it remains a mystery up until today. 

The third incident I recall happened in middle 1992 while my sister was away at camp, this detail I recall particularly well for it just made it all the more strange that on the relevant morning wherever I had gone in the house her voice had still been calling out to me.

Early 1993 and all others are awoken from the silence by the father greeting incident repeating itself. Also my fathers' skepticism takes a knock at this point as my mother told the story of the night before where our newly aquired Labrador Retrievers both looked to the roof and started barking at an unseen force, the loud sigh that had followed not even my dad could deny. It wasn't much later that my mother started speaking of hearing a voice singing in the hallways late at night, a voice that would die down every time she went to check on it.

My sister had at this time also started growing more and more disturbed at what was happening around us and at one point claimed that an icy presence had been chasing her around the house and had been lifting her up whenever she had tried to stop. Although this did sound far fetched to even me, the way she had looked right after she had made this claim, suggested differently. What made matters worst was another incident which had supposably occurred while my mother had been collecting me from a friend. On our home coming we had discovered my sister and a friend sobbing in the street, spewing claims that footsteps had been heard in the hallway, doors had been opening by themselves and light and radios had been switching on and off by themselves. At this time it was now a mutual agreement, there was something seriously wrong. My own sighting of a teenage boy in the hallway (which I later lay eyes on again, that time with a witness) just added wood to the fire.

A summons not much later, that my sister had called together involving her, myself and two of her male friends would be the last time that these forces would ever be felt and after that it was as if nothing had ever happened (even the crows stopped coming), except one last thing:

Two years had passed since the final sighting at 8 First-Street and I (age 9) found myself sitting in the classroom. At this point a young girl who lived only a couple of houses from me (and coincidently had the same name as my sister) with whom I nonetheless had never truly spoken with started telling the class about a ghost of some kind in her house, the stories were exactly the same as mine. It was that same week that the crows again returned, very few at first, later up to 20 at a time."
117,TV Gone Crazy,United Arab Emirates,,Poltergeists / Physical Manifestations,"About a month ago, my husband, daughter and I decided to spend a week at my mother's as it's closer to our workplace. We had an ongoing project and were putting in late hours, so it was easier to crash at mom's place after a tiring day. On one such night, we came home at 11:00pm, sat talking for a bit and had our dinner. My daughter and husband slept quickly.

My favorite show was on and I decided that I'd sleep after watching it, when suddenly, the pop up menu for the color and contrast adjustments opened and the color adjustment button went from 1-100 and vice versa, repeatedly. My tv just went static. I just stared at the tv, not knowing what was going on . I figured, since the cables of the tv in the hall and my parent's room were connected, they must be making adjustments. Nevertheless, I got up and headed for their room just to be sure. They were asleep. In fact, sound asleep, and the tv was not on. I headed hurriedly back to the hall but the pop up had disappeared. Disturbed, I settled to watch the show again, when the pop up came on again. Ahh I thought, maybe I was sitting on the remote, lifted my behind, but no remote. I remembered that I had placed it over the tv, so that my daughter could not reach it. So what was happening on my tv screen? Ghosts? Very calmly and in a stern voice, I said , whoever you are, please leave as you are scaring me. In a second, the pop up disappeared and my show was back on. I can't explain this... can anyone?"
118,Korean Haunting,"Korea, Republic of",,Haunted Places,"I came to South Korea to be with my husband whom is in the Army. I have been here for 5 months. I have been living in my apartment for over four months. About two and a half months ago I started getting the icy felling like I was being watched. This went on with no happenings until last night. My husband is training in the field. I am all alone in the house, just like any other night I got changed, went into bed and called my husband. I got to sleep around 12:30am.

I slept for about two hours when I started having a dream that I have had before. But instead of what normally happened in the dream, an unknown force was on my back with two handfulls of my hair, holding me down. I woke up to find that my head where, in my dream, this force had my hair. I blew it off thinking it was my imagination. I fell back asleep a short time later. The dream resumed where it had left off. This happened one more time before I decided to just stay awake. It was about 5:00 in the morning, I am not exactly sure. I heard a Korean man's voice talking, it was very deep, I could not make out any words that I know. It sounded as if he were hissing the words. By this time I was already terrified. I heard knocking, and my chairs being scooted around. This went on for about an hour. Then it started scratchng my walls. It started soft and short at first, I ignored it until it got harder and louder increasing a lot everytime.

Finally I could not take it any more it felt like my heart was going to burst, it was beating so hard. I got up and turned on all the lights in the house. It stopped. I got dressed and looked around to find all my chairs moved, little things moved, and then I saw the scratch marks on the wall. I was about 6:30 in the morning when I left. I am looking for another apartment. There is no way that I am going to stay there and let it keep getting worse and more violent."
119,A Ghost  in Heat,Philippines,,Succubus / Incubus / Sexual Ghosts,"I remember once that my husband and I were arguing about the paranormal. Specifically ghosts that haunt the living. He was a wee bit scared sleeping in my ancestral home.

Let me give you a background of our home sweet home. I live in a 39 year old house inside a compound. There are 5 houses in a row each facing another group of 5 houses. It was said that the place, where our compound was housed, was haunted. This was the place where Katipunero soldiers passed to get to Balintawak. This was a forest where ambushes and battles took place. Thus  there were many people who lost their lives here. Even the maids in our house told us of their own experiences with the ghosts that haunt the house.

So my husband will was not so keen in sleeping in the house. His third eye was slightly if not reluctantly open. He used to experience and see ghosts wherever he went and in the places he lived. 

We were already getting ready to go to sleep. We were lazing away in bed just watching the television. He said that since he began sleeping in the house a week ago he had never experienced any sighting. He said he was lucky - maybe. I was teasing him and said maybe the ghost in the house did not like him enough to warrant a look see. He turned off the television and snuggled deeper into the covers. The air conditioning was on. I also fixed my pillow and snuggled and positioned my self getting ready to go to bed. He then turned to me - a little pale. He said ""Honey there is something sitting at the end of the bed next to me."" I answered back that it was just his imagination getting the better of him. He said that he felt the bed sag on his side. I turned toward him and just embraced him reassuring him that it was just one of the ghost saying hello.

I was so used to having a ghost or ""dwende"" in my room. Each room in the house has its own entity residing in it. Each a unique paranormal entity. I have never really been bothered with them since they have never hurt anyone in the house hold. They are felt, heard and sometimes seen by the people living in the house.

My husband just asked me to keep my arms around him. Embracing and reassuring him that nothing would happen to him. So I guess we were already noding off to sleep since I remember that I was already somewhat dreaming. He suddenly shook me to wake me up. He said wide eyed ""Honey it's not near the end of the bed anymore. It's touching my penis."" With that we both sat up. I told him the best way is just to say a prayer. I took the holy water that I keep in the room for emergencies - like this. I sprayed the whole room more on the bed. I was hoping that the entity - who or whatever it was would be cooled by the spray of holy water.

We prayed then lay on the bed and pulled up the blanket. We slept and next thing I knew I woke up to see the rays of the sun passing through the curtains of my room. It was already morning."
121,Unknown Presence,United States,New Jersey,Haunted Places,"I want to start off by saying that I couldn't really think of a interesting title for this story, so I apologize for it's lameness. This story took place in my house about a year from today. I have been practicing astral projection and developing my psychic abilities for years now, and it has been the one thing I can never know enough about or read enough stories about. Ghosts have also been a very intriguing subject to me, as my mom has told me stories how she has seen a ghost, along with many other family members.

Before I start my story, I would like to give my interpretation on ghosts and whatnot. I believe that spirits of the deceased that did not wish to continue their journey into heaven or whatever you believe, stay with us on earth, as a entity invisible to the naked eye. I think that when we actually see a ghost with our eyes, it is our mind allowing us to see this alternate dimension for a short period of time, or for some people all the time. But that is why we only see a ghost when we least expect it, because maybe our ""third eye"" is more active then usual. This is something I personally believe, and do not push others to conform to.

My stories actually dates back to when I was about 10 at my old house when I saw what I thought was my dead uncle whom I've never met but only saw pictures of and heard about. He died in a car accident with my dad, but my dad survived. About 4 people said they saw him the day he died in the house walking down the stairs or knocking on the door. I saw him sitting on my couch, and I literally ran upstairs as fast as I could. I later heard him whispering my name when I was drawing late on night.

Fast forward to last year. I was laying in bed watching T.V. when I felt something or someone lay next to me or at least put some pressure on the bed to make the bed go down even more. The bedroom light was on, so I didn't really panic or anything. I just laid there wondering if what just happened was real. Later that night, I was trying to astral project and my guitar that was leaning against my wall made a noise that it can only make when someone walks past it. It's kind of like a pressure asserted on the neck on the guitar that makes the tuning knobs click. If I were to walk past it, this sound would follow almost every time. So after I heard this sound, I tried to play it off like it just happened by coincidence, but then it happened again. I was certain that some sort of presence was in my room, because when meditating and achieving a trance state, I become very much aware of things I normally wouldn't. It's tough to explain to anyone who does not practice astral projection, but it's like having another sense opening up.

So after all these events went down, I was officially convinced that I had a ghost in my house. I must also mention that a few years back, I saw a black shadow pass through the crack of one of my doors where light was shining through, and when I went to turn on the light in the room I was in, it shattered. I was scared shitless.

The day after the bed and guitar thing happened, I wanted to tell my dad, but I knew he didn't really believe in that sort of stuff. But I began to tell him anyway, and he stopped me and said, ""Were you home around 3:30pm yesterday?"" But I was at work, so I said no and asked why he had asked. He said that he had heard footsteps around our upstairs when he was downstairs grading papers. He said he called out both me and my brother's names because he was so sure that someone was home. This pretty much convinced my dad that something freaky was going on in my house.

That's the end of my story. I'll be back to post again if anything else crazy happens. Good luck all."
122,Go Away,United States,Rhode Island,Misc,"I have a few stories to tell. One day I was laying in bed with my hands under my pillow when a hand just pet the top of my head.  I started screaming because I was just 9 or 10 years old.  My mom ran in and said ""honey what's wrong""  I just told her that something pet my head and she said don't worry I'm right here. She left the door open, left the room and I said go away.  The next morning I got up and the door was closed, thinking my mom closed it I went to open it and it wouldn't open, I used a little more force but it still wouldn't open so then I used 2 hands and tugged as hard as I could and it just swung open.  I went and asked my mom if she closed the door and she said no.

Here's another story: I was laying on the couch because I felt like sleeping on the couch.  I turned towards the hallway when two blobs slowly floated from my room to my mom's room.  I started to cry because this was just after the first story.  My mom came to me because she heard me and she was on the computer which was about 5 feet from me.  She came over and asked what was wrong and I looked really scared. I pointed towards the hallway and said 2 things just floated by my room into your's.  She said it was nothing and just my imagination.

This all happened at my old house and I think my mom knew it was haunted but just didn't want to scare me.  Well, tell me what you think and what they could have been.

A more recent story: This might sound weird but this happens mostly in the bathroom. Sometimes when I'm in there I hear people wisper my cousin's name (Thomas) or say hey what's up.  I get really scared and they still talk today.  Only once in a while I hear footsteps on the part of the roof I can see.  Sometimes it will happen in my room.  I have no idea what it could be. Tell me what you think and what it could be.

This just happened a few months ago. One day I was playing basketball when the ball hit the base of the hoop.  It started going down a hill and I went to get it.  I grabbed the ball and looked up.  There was a shadow standing there leaning on a tree (my house is surrounded by woods) and there was something on its head.  It was dawn so I grabbed the ball and ran.  The next day I asked my neighbor if he knew what it was, and he said that indians used to walk around the woods a long time ago.  And deep in the woods a house burned down and the 2 people that lived there died in the fire. 

Well tell me what you think it was."
124,The Operating Room,Philippines,,Haunted Places,"Have you ever felt eerie when you visit a hospital? A feeling that someone is watching you?

I am a nurse and I used to work in one of the oldest and most historic hospital's in Manila. In this hospital I was assigned to one of the most exciting areas - the operating room complex.

The operating room complex is divided into two distinct blocks. The right block is where all the scheduled operations take place whereas the left block takes care of the emergency, trauma and OB-Gyne cases. The whole complex is quite haunted and each block has its own collection of ghosts seen and felt by numerous nurses, residents and surgeons.

It was one ordinary working day. I was assigned to the night shift. Going on duty from 10:00pm to 6:00am the following day. My friend and I were discussing the presence of a ghost on our wing since she saw one the night before. I was telling her that I had heard a voice of a little girl when I was assigned to the other block. She laughed and said that the ghosts in this block were more aggressive and really made their presence felt since most of the patients that have died in this particular block have suffered traumatic accidents like being stabbed or shot. Most not really prepared to die. 

I entered the operating room where I was assigned. I relieved the nurse from the previous shift. As soon as I was assisting the surgeon for the cholesystectomy case that they were performing one of them asked me what my friend and I were talking about. I said ""We were just talking about the ghost she saw last night in room 11"". They asked me if I believed in such things and I answered that I did believe in ghost since I have felt their presence in the OR complex. Almost all the room are haunted. They then told me about their own eerie experiences in the same complex.

The operation was taking longer than I expected. We took a break while waiting for the x-ray technician and his machine to arrive. We asked the circulating nurse to providee us with some seats. We took our seats and after sometime I was beginning to nod off. I suddenly felt a cold hand or finger touch my cheek. I opened my eyes to see if my co-nurses were playing a trick on me. I saw that the rest of the team was asleep and the other nurses were busy since there were other procedures being done in the other rooms. I decided that it was just my imagination getting the better of my so I closed my eyes again.

I was falling asleep again. The presence was not satisfied with just touching my cheek. It became bolder... more intense. It nudged the chair where I was sitting. After this I just stood up fully awake now goosebumps all over my arms and legs. I looked for my co-nurses leaving the sleeping surgeons to fend for themselves."
127,Poltergeist,United Kingdom,,Poltergeists / Physical Manifestations,"I lived in a second floor flat with both of my parents. When we first moved in, a neighbor told us we should not move in there, that the flat was used for constant partys using the ouija board. My dad did not take any notice of the neighbor at the time. I was about twelve years old.

Three nights after we moved in, it started. We had a plastic runner in the hallway to protect the carpet. We all had just gone to bed when we heard something running up and down the hallway on the runner. My dad jumped up and turned on the light. It stopped. My dad thought some one broke in, he checked the flat, there was nothing, just us. He turned the light back off. I went to sleep in my mum and dad's room. Ten minutes later, something was running madly up and down the hallway again. My dad jumped up and ran in the hallway. The running noise stopped. My dad was now standing in the bedroom doorway, he swore and shouted to go away, which made it angry because we heard the kitchen cuboards opening and slamming shut and our thick mahogany chairs sliding across the kitchen floors. My mum started screaming in a state of shock. My dad turned on the lights, the cuboards stopped banging and chairs stopped moving when my dad went to the kitchen. All the cuboards were open and chairs were in the middle of the kitchen.

We had years of this. My dad was the first one to see the spirits and I was the second to see them. There was two. My mum only heard them and never saw them, which was a good thing because if she did, she would have had heart failure. The one that haunted me the most wore a black robe with a hood and no face. He had big hands like shovels and wore a big ruby ring. He was 7 feet high and his shoulders were wider than the doorway. He looked like the grim reaper. The other spirit wore a white robe and was the same size as the other one and had a white ruffle round his neck. We heard voices arguing, one was telling the other one ""you have had your fun its time for you to go now"". My mum was a bag of nerves, she went to the vicar. They sent people to see if we were mad or if it was real. One day after, they gave the go ahead for the exorcism.

I'm now 30 and live in my own house. The other week, my son came screaming down the stairs, saying he saw a man in his room. When he described it, I knew who it was. My son is ten and scared to go upstairs on his own now. I swear it's punishing me, it made my life hell for years, but I got used to it. I thought the exorcism got rid of it but now my son has seen it and I know he hasn't heard me talk about it because I don't. It's my secret.  "
128,Recreation Center Ghost,United States,Florida,Apparitions / Voices / Touches,"I was in the recreation center in dunedin florida and I had to go to the bathroom. When I got there I heard a crying sound. When I asked who was crying no one answered. I then went and told the counselor that someone was in there. They came and asked who it was and again, no one answered. Then they checked all the stalls, there was no one in there either. They told me I was just imagining it, but I knew it was true. Later, when I went back I heard them crying again. I looked in the stalls, no one was there, but the crying was still there! Creepy huh?"
129,Dark Shadows,United States,Florida,Apparitions / Voices / Touches,"This is my first time writing something like this, so don't make fun of me or anything, but here it is: About two years ago I lived at my grandmother's house for a while, and I've always been kinda freaked out by it, because it was over a 100 years old and really big and creepy. Well, one day I was taking a shower, and I casually glanced at the door. As I did, a dark, black silhouette of a young girl hovering about a foot over the ground emerged through the door. Then it faded away as it reached the clear shower curtain. I was FREAKED! So I rinsed my hair and was gone! I told my mom and my family and they kind of laughed at my story, but understood because of how scared I was.

The next night, I was sitting in my dinning room still thinking about what has happened. I was looking at the reflection of myself through the sliding glass door, when a dark figure of a man walked in front of me. I couldn't actually see it, but I could see it through the reflection. Naturally, I got up to run. Not thinking, I ran the direction it was coming. I guess I passed through it or something, because for a split second, I felt a deep, chilling sensation pass through my body. Almost as if I felt the spirit's pain. I told my mom again about what had happened, and she said they were trying to contact me for some reason. Do you think she is right, or if it was something else? Please tell me what you think because this hasn't been off my mind since it happened."
130,The Man in the Back,American Samoa,,Apparitions / Voices / Touches,"Now, this is not an event that had taken place in front of my own eyes, but it has surely happened to my grandfather. My dad told me this story and it gave me a chance to look at spirits who have yet to rest but are not actually ""scaring"" people to death. Here is my grandfathers tale:

My grandfather was only 36 years of age and he of course needed a job. He had looked in agriculture, the stores down the street, even the starkist factory that was quite a ways away. No jobs whatsoever. Finally, after 3 weeks of looking, he had seen an ad for a ""wanted bus driver for the night shift."" At the time he didn't care what kind of job it was or when he had to work, all he cared about was supporting his family.

After a few days, he had gotten the job to work from sundown to an hour before sunset. The bus driving job was steady, he really didn't have any riders unless it was someone who also worked late. Soon, he had picked up on which riders came on, what time they came on and where they should be dropped off.

But, a year into the job, he had gotten a new rider who would only ride for that one night. He saw the man standing at a stop to which no one had stood before and for the first time he could stop there. The man was described as: well-rounded, pale, with a blue suit (which was very odd because it is so hot in samoa, even at night). Like every other customer, my grandfather had welcomed him with a smile. Being the kindly fellow my grandfather also tried to talk to him. He asked him: ""How are you this evening?"" ""Where did you come from?"" and just normal conversation questions. The only thing this man replied to is where he should be dropped off.

My grandfather tried to get something cheerful out of the pale man, but there was no response. As soon as the bus got to the destination as stated by the man, my grandfather opened the door, looked up to the mirror and said to him ""Here is your stop sir"" and looked ahead. Usually, at this time you can hear the passenger get their stuff together and proceed to the front. But not this time. He heard dead silence. He looked up at the mirror again, AND SAW NOTHING."
131,The Cold Touch,United States,Colorado,Apparitions / Voices / Touches,"It was not more than a year ago where I had experienced the most dreadful feeling when I was touched by a ghost, at least I feel like it was a ghost. Here is my story:

It was late February and the snow was just melting away. My little sister was spending the night with her friend, and my little brother was doing the same at my cousin's house. I was living the life of an only child to which I never want to do ever again. I had just finished watching a re-run of ""family matters"" in our downstairs family room and I was getting a little bit tired. So I turned off the t.v. and walked up to my room in the dark. When I turned on my light it was as if I was replenished again so I started watching my own t.v. As I did so, I had closed my door and locked it, that way I could change into my pajamas.

I laid in my bed, watched a couple of movies and finally I had felt tired like before. I checked my room again. I made sure the window and the door was locked and that my closet was closed so that the cat wouldn't get into it again. I turned the t.v. off. I couldn't fall asleep for some reason so I started to count sheep. All of a sudden, I hear someone walking on the stairs. At first I thought it was my mom or dad (who happen to be in their room across the hall fast asleep). I looked at the crack of my door, there was no light on! I heard the steps go up the stairs, then down the stairs, then up again. It continued... it went down the stairs, then started slowly coming back up, I coughed, and I heard it run up the stairs extra fast!

I then heard my doorknob moving as if someone was trying to get in. Now let me tell you, if it was my mom or dad, they would have already been yelling at me for locking the door. But I didn't hear any yelling, just constant breathing and huffing to get through the door. It suddenly stopped. A few seconds later, I heard the door unlock! I then thought to myself, ""there is no key to my room, as a matter of fact, there is no key hole to the knob!""

SWOOSH! The door then flies open and hits the back wall. I then retrieve under my blankets and then pinched myself because for a moment I thought I was in a terrible dream...I WASN'T. I then heard the person walk slowly into my room and stand right beside my bed.

Then, it touched me! Both cold hands were on my back... freezing cold hands. As soon I as I felt that, I screamed out ""MOOOOOMMMMM, DAAAAADDDD!!! Papa, papa, papa, please help me, papa, papa!!"" After that, I heard everything go backwards. It walked out, closed the door, locked it, rattled the knob, walked up and down the stairs and then was gone. 

Seriously, no one believes me! My mom and dad said that they didn't hear a thing and no one else was there with me. But I know what I heard and what I experienced. To me, it was all true."
132,The Little Girl,Guam,,Apparitions / Voices / Touches,"When I was about nine years old, my mother told me a story of what she saw in the jungle. It was my cousin Alicia's 5th birthday party. My mom's car was blocking another person's car from getting out. So she went to move so that the other person could get out. She tried to start her car, but for some odd reason it would not start. She tried to jump start the car on her own because she was on a small slop. After trying a couple times she went to call one of her nephews to help her push the car.

When she returned to the car with her nephew, she told him to watch out for any kids behind the car before rolling it down. When she finally got the car to start, she looked in her rear view mirror to see if the coast was clear and there was a little girl standing behind the car. She then hit her brakes and honked her horn. Her nephew ran to her to see what she was honking about. She told him that there was a little girl behind the car. He looked around and saw no one. After letting the couple out, she parked in the same area. She got down out of the car and, in the jungle, shines a semi glossy light on the same little girl she saw behind her car. By the time she called my cousin to see what she saw, the girl was gone and out of sight. She went back to the house trying to find that little girl she saw. No one came close to matching the description. When I ask my mom about it she always says she was probably imaging it. "
134,Scary Sleep Pressure,United Kingdom,,Old Hags / Night Attacks / Sleep Paralysis,"I have read many stories about ghosts, sleep paralysis, etc. and can see quite a lot of logic. I feel I have to post this story in order to get my own answers based on other peoples experiences as it's not easy to just ask the right person.

For the last couple of years I have been experiencing a strange feeling whilst I have been sleeping. It has probably happened about 15 times all in all and I am 22 years old. Now, when I am asleep, I might be dreaming of whatever and then all of a sudden I feel some sort of presence around me. Now this feeling is really nice and it makes me feel really relaxed. I also feel like I'm in the state of waking up. Then all of a sudden, I feel immense pressure on my two shoulder blades pushing me into the bed (I always sleep on my stomach). Now, normally you can wake yourself up from dreams, but from this, I can't. I am fully aware that something horrible is going on. I feel my heartbeat race and start to panic, nothing I can do seems to stop it and as I can't see whats going on its even worse. I can however clinch my fist but its a real struggle. Then all of a sudden it stops and I wake up feeling really scared. Now I'm not the type to get scared easy or anything, but it's just how I feel. Another time, just before the warm safe feeling, I felt what can only be described as dog feet walking across my bed and duvet. Then it turned into another episode with the same results. This only happened once.

I have since moved out with my partner and it has happened again which leads me to believe it might be sleep paralysis. However I have never felt so much terror before in my life as when this happens. I feel like I am being tricked to feel safe and then set upon by something really nasty. What I am really hoping to achieve is that someone might be able to relate to this and help in finding out more about it. 

An interesting point to add is that my Dad has also suffered from this. When I told him briefly about it, he explained it to me in detail and it was scary how similar the symptons were. So if anyone can shed some light I would be really greatful. Thanks for all your time!  "
135,The Abandoned Ghost Village Ruins,United States,Indiana,Misc,"First, allow me to say, that I do not endorse this story, nor do I have any evidence to support it. I merely think that it's interesting - to ponder, wonder, come up with possibilities to its existence, etc. I don't necessarily take it to heart, nor do I expect you to. Serious opinions, interpretations, etc, are welcomed. I just ask that comments be respectful.

This story has been passed to me, and now, in a sense, to you. It was handed to me by my elder brother and sister, who both, when questioned separately, stated the same details, to my recollection. I have not done a recent questioning to verify this, but I assume. In any case, I find it interesting, I hope you will as well.

As children, my older brother and sister would sometimes make use of the forest nearby their home (this, for those who are curious, was before I was born: my brother and sister are quite older than I), playing there from time to time, I believe. I am unsure if they did, for certain, ""play"" there, but they did, at the very least, have to enter on one occasion. Unfortunately, they did not know the terrain well. 

Our father, who is not the brightest, nor is he very responsible, had taken on the task of caring for a friend's feline pet (a domestic cat, of course). The cat, while under his care, managed to escape. Fearing his friend's response to the fact that the animal had gone missing, he sent out a search party (at least I assume this was his logic)- AKA, my brother and sister. Their destination: the woods.

My brother and sister set out to find the cat, more than likely against their will, but determined nonetheless. They wandered farther and farther into the woods. Searching and searching, they come up empty handed. Not a cat to be found. It was beginning to get dark: they did not have much time.

Continuing the search, they wandered between a pair of trees... and into the broken, ghostly remains of what they refer to as a ""village""... there wasn't much... the frames of old buildings... perhaps lost long ago in a fire. But the empty remains were the least of their worries. 

As it was getting even darker, they began to head back... but wait... the direction in which they came, simply led them right back into the remains of the village. Around and around they went, but ended right back in the village. Until it hit them- the two trees. They began looking for the same two trees through which they entered. At last, they found them. They walked, once again, between the two trees... and, as if magic, passed back to their path home. They could only enter the village, and likewise, leave, by walking between these specific trees.

As it became darker, they finally arrived home, safe. And as it turns out, the cat had been hiding at home all along! But their quest to find the cat led them into a strange place that I'm sure they will never forget. Perhaps it was a portal to a piece of the past? No one knows, and I doubt that anyone ever will."
136,White Mist,United Kingdom,,Orbs / Lights / Mists,"I live in an almost 300 years old farm. My house was built by monks. I have always felt weird stuff in my house, like the occasional cold spot and noises, but I always just thought it was in my head. A few years back when I shared a room downstairs with my sister (the room I am currently writing this story in) I saw something. It was a boiling hot night and I was desperate for a drink. I sat up and grabbed my drink, when I took my first sip, I saw something at the bottom of my room and I was petrified. It wasn't any particular shape just like a really clear white mist with a strange movement in the middle going outwards. It is so hard to explain. I slowly put my drink back and slipped under the covers and didn't look back up. My family didn't believe me, so I invited a friend around to sleep, not telling her about what I had seen. That night she woke me up crying, saying she couldn't sleep on her own, so we moved into the living room. The next morning she told me that she had seen something very similar to what I had seen, but this time, it moved out into the hallway and it was gliding very slowly. I don't know what it is and I hope that you believe me because I wouldn't lie about this sort of thing, if you have any ideas it would be very highly appreciated."
137,A Grandfather's Experience,United States,Texas,Family / Friends Visits,"Actually, this story wasn't exactly my experience, but I thought I'd post it up and share it with people.  This is my grandfather's experience and he told me all about it.  When he was younger, he and my grandmother lived in Nava, Coahuila, Mexico, and he always loved to be around his father or my great-grandfather.

Then one day my great-grandfather died and my grandfather was heartbroken.  It was extremely hard for him to have his hero and someone special to him dead, but one day, about six or seven years later, my grandpa was getting ready for bed, taking his pills when he layed down and was about to close his eyes, when he thought he saw something on the window that his bed was right next to.  My grandpa opened his eyes alertly and was suprised to find his father's (or my great-grandpa's) face in the window looking at him and smiling as if he were still alive and healthy.  Then my great-grandpa opened and closed him mouth as if trying to tell my grandpa something.  That's when his face dissapeared and my grandpa saw it one more time another night, in the exact same spot, before never seeing it again. Sometimes my grandpa tells me that when they go to Mexico, he always sleeps in the same spot, and that he would look out the open window (to see if he could see his beloved father's face again) and just stare out and the happy memories of his father would come flooding back to him.

I was touched when my grandpa told me this story.  One night when me and my family were staying in that house, I had to take the bed next to the window where my grandpa had seen great-grandpa's face, and I don't think I slept the whole night because I just kept staring out that window hoping to see something.  Although I didn't see anything, I got this comforting feeling (and also a tat bit creepy) that someone was watching over me and that someone was next to me, making sure I was safe.  Maybe it was my great-grandpa, maybe it was just me or something else.  Well, I hope that I could get some opinions from people who will actually take time to read this.  

Hoping to get some comments and opinions, 

Janice D. and a definite believer in the paranormal"
